name,website,profile_url,description,address,,,
Pulsar,https://go.lexipol.com/?target=org_hTflAM5D9C8fDMdA&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/pulsar/,"A premium manufacturer, Pulsar is an industry-leading pioneer designing cutting edge products for hunting, law enforcement, personal security and search & rescue operations. The brand has established itself by creating the best optics, software and features available on the market.","Pulsar
2201 Heritage Parkway
              
              
                
                
                
                Mansfield
                76063
              
              
                Phone: 817-225-6650",,,
Purdue Pharma,,https://www.police1.com/company-directory/purdue-pharma-lp/,,"Purdue Pharma
One Stamford Forum
              
              
                
                
                
                  
                
                Stamford, CT
                6901
              
              
                Phone: (203) 588-7281",,,
Pure Forge,,https://www.police1.com/company-directory/pure-forge/,,"Pure Forge
13011 Kirkham Way
              
              
                
                
                
                  
                
                Poway, CA
                92064
              
              
                Phone: (760) 201-0955",,,
Pursuit Response,https://go.lexipol.com/?target=org_gys3NmREYDWtipTA&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/pursuit-response/,"dedicated to improving law enforcement and community safety during high risk vehicle events. This advisory group brings the latest research, advocacy, education, training and technology resources to law enforcement and the communities they serve.",Pursuit Response,,,
PURVIS Systems Incorporated,https://go.lexipol.com/?target=org_ea7c17ae870f38bd&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/purvis-systems-incorporated/,,"PURVIS Systems Incorporated
88 Silva Lane
              
              
                
                
                
                  
                
                Middletown, RI
                2842
              
              
                Phone: (401) 849-4750",,,
Qore Performance,https://go.lexipol.com/?target=org_EZS6mYbxxdLOrswB&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/qore-performance/,"




    
      Qore Performance is actively enhancing human performance and safety with wearable technology for athletes and tactical users. Our solutions were born out of a critical need identified by our co-founder to improve performance and safety while working as a sworn law enforcement officer.",Qore Performance,,,
Qualification Targets Inc.,https://go.lexipol.com/?target=org_1eb44f7fbee2ae68&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/qualification-targets/," was founded in 1997 and has been one of the leading shooting target suppliers ever since. From police to military branches to shooting ranges, we serve all types of consumers and law enforcement departments.
Our specialty is in custom designing, developing, and manufacturing new targets from start to finish. You’ll be sure to find the perfect product for your specific needs in our catalog of over 300 unique targets.
We feel that our customer service and order turnaround time is truly the best in the business. Place your order on our new online store, fill out an order form, or give us a call and we’ll get you taken care of.","Qualification Targets Inc.
1145 Clyde Hanson Dr.
              
              
                
                
                
                  
                
                Hammond, WI
                54015
              
              
                Phone: 866-498-8228",,,
Quantum Corporation,,https://www.police1.com/company-directory/quantum-corporation/,"s a leading expert in scale-out storage, archive and data protection, providing solutions for sharing, preserving and accessing digital assets over the entire lifecycle. For security and law enforcement professionals facing challenges created by more cameras, higher resolutions, and increasingly complex analytics, Quantum’s Video Surveillance Solution is an intelligent, scalable storage platform that provides a simple to manage foundation which can grow under a single file system, designed specifically for video applications.","Quantum Corporation
141 Innovation Dr.
              
              
                
                
                
                  
                
                Irvine, CA
                92617
              
              
                Phone: (408) 944-4000",,,
QUIKSTEP&trade, Ladders,https://go.lexipol.com/?target=org_TsLZExMIMVtBBU6a&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/quiksteptrade-ladders/,,"QUIKSTEP&trade; Ladders
13386 International Parkway
              
              
                
                
                
                  
                
                Jacksonville, FL
                32218",,
QuiqLite,https://go.lexipol.com/?target=org_4d277e8375ddfa5e&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/quiqlite/,"The worlds only hands free 100% concealed light source for your uniform shirt pocket! QUIQLITE Inc. is a progressive company founded by Brian Quittner, a 15 year California law Enforcement veteran. QuiqLite was invented after recognizing the need for a hands-free concealed light source that could fit into a uniform shirt pocket for reading and writing in the dark.

To date more than ½ million Police Officers, Paramedics, Firefighters, Military and many others use and depend on QuiqLite Products worldwide to make their jobs easier and safer! We make it a point to understand and fulfill the needs of Law Enforcement officers working in the field. Our products have been field tested in a variety of applications from casual contacts, tactical applications, to off shore rescue boat operations during extreme conditions. Unlike other tactical flashlights that impair your night vision by producing too much light, our products are specifically designed to keep your night vision intact!","QuiqLite
5276 Hollister Ave, Suite 263
              
              
                
                
                
                  
                
                Santa Barbara, CA
                93111
              
              
                Phone: 8664962506",,,
Race on the Rock,https://go.lexipol.com/?target=org_yni4At6xODu6kl8X&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/race-on-the-rock/,,Race on the Rock,,,
Rae Systems Inc.,,https://www.police1.com/company-directory/rae-systems/,"E Systems, founded in 1991, is a leading global developer and manufacturer of rapidly deployable chemical and radiation detection monitors and multi-sensor networks for homeland security and industrial applications. RAE Systems’ technologically advanced products are based on proprietary technology, and include a full line of portable, wireless and fixed atmospheric monitors and photoionization detectors and gamma and neutron radiation detectors for the detection and early warning of hazardous materials.


RAE Systems’ products enable the military and first responders such as firefighters, law enforcement and other emergency management personnel to detect and provide early warning of weapons of mass destruction and other hazardous materials.


The Company’s products are used by many U.S. government agencies, including the Department of Homeland Security, the Department of Justice, and the Department of State, as well as all branches of the U.S. military, and by numerous city and state agencies. RAE Systems’ end users also include many of the world’s leading corporations in the airline, automotive, computer, and oil industries. RAE Systems’ products are used in civilian and government atmospheric monitoring programs in over 50 countries.","Rae Systems Inc.
3775 N 1st St
              
              
                
                
                
                  
                
                San Jose, CA
                95134-1708
              
              
                Phone: +1.408.952.8200",,,
RAM Mounts - NPI,https://go.lexipol.com/?target=org_wWzS4kJLObfhe85M&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/ram-mounting-systems/,"manufactures rugged, durable mounting systems for nearly any electronic device. RAM also manufactures IntelliSkin and GDS Technology; a protective device case with an integrated power connector compatible with any GDS™ dock. RAM’s patented solutions utilize a patented ball and socket mounting system that allows you to mount anything anywhere.","RAM Mounts - NPI
1205 S Orr St
              
              
                
                
                
                  
                
                Seattle, WA
                98108
              
              
                Phone: 206/763-8361",,,
Rapid Force by Alien Gear Holsters,https://go.lexipol.com/?target=org_aS0sz3jgWvlf9cEj&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/alien-gear-holsters/,"unched in 2013 and has shipped millions of holsters to over 230 countries. The demand for our holsters has reached all corners or the world and is the driving force behind our effort to join the international market. We have armed international presidential security teams, foreign law enforcement agencies and gun carrying citizens around the world. With an ever-increasing demand internationally, we are looking to build strong relationships and distribution networks within the international market. Our products are the perfect fit for distribution, retail and uniform stores, and government tenders.
The development of our law enforcement and military offering, the Rapid Force Duty Holster System, has given us the ability to support all security and protection efforts and to supply law enforcement agencies and militaries with the world’s most unique, rugged, and customizable duty holster. Rapid Force Duty holsters are engineered to meet and exceed all requirements for law enforcement and military use. Launched with the highest levels of praise and approval, Rapid Force redefines the duty holster. We have successfully incorporated feedback from law enforcement and security force professionals to create a duty holster that is truly conducive to their needs.","Rapid Force by Alien Gear Holsters
4411 W Riverbend Ave.
              
              
                
                
                
                  
                
                Post Falls, ID
                83854
              
              
                Phone: 208- 618-8300",,,
RapidSOS,https://go.lexipol.com/?target=org_Gfd2SSYxUW7TdQop&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rapidsos/,"vanced emergency communication company. Outdated infrastructure impacts millions of emergency calls each year. RapidSOS is developing an advanced technology platform to predict emergencies before they occur, warn people in harm’s way, and ensure that first responders are one touch away globally.
RapidSOS enhances the existing 9-1-1 infrastructure by providing a pipeline for data from connected devices into dispatcher systems. Wearables, connected cars, and IoT sensors linked to RapidSOS automatically detect health emergencies, crashes, and building fires and transmit rich data directly to 9-1-1 and first responders. The result is 1-5+ min faster response, 2-10% reduced mortality, 6.9% reduction in healthcare treatment costs, 20% reduction in structural damage in building fires.","RapidSOS

                
                
                  
                
                New York, NY
                10016",,,
Redback Boots,,https://www.police1.com/company-directory/redback-boots/,,"Redback Boots
920 S. Andreasen Dr. #103
              
              
                
                
                
                  
                
                Escondido, CA
                92029
              
              
                Phone: (877) 905-2668",,,
Red Egg Marketing,,https://www.police1.com/company-directory/red-egg-marketing/,,"Red Egg Marketing
4045 Pecos Street, Suite 120
              
              
                
                
                
                  
                
                Denver, CO
                80211",,,
RedFlash Group (AT&T FirstNet),https://go.lexipol.com/?target=org_htAbPjT2DbnZqVIZ&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/redflash-group-ampt-firstnet/,,"RedFlash Group (AT&T FirstNet)
679 Encinitas Blvd. Ste. 407
              
              
                
                
                
                  
                
                Encinitas, CA
                92024",,,
Redflex,,https://www.police1.com/company-directory/redflex/,,"Redflex
15020 N. 74th Street
              
              
                
                
                
                  
                
                Scottsdale, AZ
                85260
              
              
                Phone: (623) 207-2000",,,
RedMan Training Gear,,https://www.police1.com/company-directory/redman-training-gear/,"At RedMan, we thrive on innovation. We partner with law enforcement, corrections personnel and other industry leaders to give us feedback on our gear. For example, the RedMan WDS line is a direct result of law enforcement trainers asking for one suit to cover all levels of force - from presence and open hand confrontation through lethal force with RedMan-approved training projectiles. This kind of innovative thinking has made RedMan a leader and has given LE Trainers the ability to perform more dynamic, realistic scenarios.","RedMan Training Gear
10045 102nd Ter
              
              
                
                
                
                  
                
                Sebastian, FL
                32958-7831
              
              
                Phone: (800) 327-6812",,,
RE Factor Tactical,https://go.lexipol.com/?target=org_1fKJwVlm0zBrWcng&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/re-factor-tactical/,LLC is a SOF Veteran led company dedicated to providing current operators with the tools they need to solve unconventional problems.about-us-left.png Our products are designed with the operator in mind and are specifically tailored to fit missions that require a civilian or contractor appearance. Our ideas are inspired by more than 10 years of field experience in military and para military special operations. We recognize the importance of specialized tools necessary to our clients to accomplish their missions while maintaining a low profile.,"RE Factor Tactical
5745 Monico Street, Ste. B
              
              
                
                
                
                  
                
                Commerce City, CO
                80022
              
              
                Phone: 720-307-4968",,,
Reflex Protect Tactical,https://go.lexipol.com/?target=org_S7chxVp9T06xHJ3Z&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/reflex-protect/,"® superior and pioneering less-lethal products set up officers for success on duty. We are a safety preparedness company that introduced the first and only hospital-safe and extremely efficient Presidia Gel® self-defense spray and fast-acting Reflex Remove® decon for frontline healthcare workers and hospital security in Emergency Departments nationwide. In 2020, the company unveiled Reflex Protect® Tactical to set a new  gold standard in use of force  with profound possibilities for policing and corrections. Now officers have a less-lethal spray that will immediately shut the eyes of a target subject up to 18 feet away without impacting anyone else (indoors, in a vehicle, or in a cell). After restraints are in place, full decon can happen on site in 5 minutes. This protocol reduces injuries to officers and subjects and returns LEOs back to duty in minutes. Reflex Protect is headquartered in Missoula, Montana, and our LE training partner is Tactical Defense Training out of Canton, Ohio. Our products are 100% conceived, designed, and manufactured in America.",Reflex Protect Tactical,,,
REI,,https://www.police1.com/company-directory/rei/,,"REI
1700 45th Street East
              
              
                
                
                
                  
                
                Sumner, WA
                98352
              
              
                Phone: (800) 258-4567",,,
"Rekor Systems, Inc.",https://go.lexipol.com/?target=org_0NamyUQpGEQWN7FP&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rekor-systems-inc/,"provides law enforcement agencies with superior AI-powered license plate and vehicle recognition data from fixed, mobile, or handheld sensors. With Rekor officers will have access to data on vehicle make, model and color, along with license plate information, to accelerate investigations, assist in the apprehension of criminals, and supercharge the recovery of AMBER and Silver alerts. Learn how your department can accelerating investigations, increasing recovery of stolen property, reduce accident risk and enhancing community relations with Rekor today.","Rekor Systems, Inc.
7172 Columbia Gateway Drive, Suite 400
              
              
                
                
                
                  
                
                Columbia, MD
                21046
              
              
                Phone: (410)-762-0800",,,
Relay,,https://www.police1.com/company-directory/relay/,with law enforcement agencies across the United States to foster better engagement between local authorities and the communities they serve.,"Relay
55 Monument Circle
Suite 1014
              
              
                
                
                
                  
                
                Indianapolis, IN
                46204
              
              
                Phone: (317) 279-5585",,,
Relias Learning (Essential Learning),,https://www.police1.com/company-directory/relias-learning-essential-learning/,,"Relias Learning (Essential Learning)
111 Corning Road, Suite 250
              
              
                
                
                
                  
                
                Cary, NC
                27511
              
              
                Phone: 8007299198x. 295",,,
Relm Wireless Corporation,https://go.lexipol.com/?target=org_6b4eaf683ae0a6d7&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/relm-wireless-corporation/,,"Relm Wireless Corporation
7100 Technology Dr
              
              
                
                
                
                  
                
                West Melbourne, FL
                32904-1525
              
              
                Phone: (800) 648-0947",,,
"Rescue 42, Inc.",,https://www.police1.com/company-directory/rescue-42-inc/,,"Rescue 42, Inc.
3128 Thorntree Dr
              
              
                
                
                
                  
                
                Chico, CA
                95973-9068
              
              
                Phone: +1.530.891.3473",,,
Rescue Essentials,https://go.lexipol.com/?target=org_LPMGiw9jRfcEvi6u&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rescue-essentials/,"mained focused on its original goal: To offer top quality tactical, combat, and wilderness medical products at extremely affordable prices, delivered in a timely manner with flat rate $4.99 shipping within the continental US. As we have grown, we have been selected to represent other distinguished companies such as: NAR (North American Rescue), TacMed (Tactical Medical Solutions), 5.11 Tactical, Conterra, Team Wendy, and many more.","Rescue Essentials
8770 Trade St NE
              
              
                
                
                
                  
                
                Leland, NC
                28451
              
              
                Phone: (719) 539-4843",,,
Rescue Technology,https://go.lexipol.com/?target=org_91160490fa69cdeb&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rescue-technology/,,"Rescue Technology
251 Beulah Church Road
              
              
                
                
                
                  
                
                Carrollton, GA
                30117
              
              
                Phone: 8003343368",,,
Responder Knowledge Base,https://go.lexipol.com/?target=org_d8ecb38f974187e3&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rkb/,"vide emergency responders, purchasers, and planners with a trusted, integrated, online source of information on products, standards, certifications, grants, and other equipment-related information.","Responder Knowledge Base

                
                
                  
                
                MD
                
              
              
                Phone: 1-877-FEMA-RKB",,,
"ResponderX, Inc.",,https://www.police1.com/company-directory/responderx-inc/,,"ResponderX, Inc.
216 West 26th Street, Suite 13
              
              
                
                
                
                  
                
                Bryan, TX
                77803
              
              
                Phone: (979) 985-3445",,,
Resuscitation International,,https://www.police1.com/company-directory/resuscitation-international/,,"Resuscitation International
17797 N Perimeter Dr Suite #105
              
              
                
                
                
                  
                
                Scottsdale, AZ
                85255
              
              
                Phone: (480) 240-9495",,,
Reveal,https://go.lexipol.com/?target=org_b25886e869dc1c66&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/reveal/,"been supplying award-winning smart, efficient and secure body worn video systems to Police and Corrections Departments for over a decade. With customers in more than 40 countries, our commitment has been to lead the way through collaboration and innovation.

The D-series is our latest range of body cameras built on the same fundamental philosophies we’ve always had. But with its host of new features, it is best in its class across video quality, battery life, functionality and ease of use.

DEMS 360 is our most advanced digital evidence management solution yet that allows you to manage all media types. Available on cloud or on premises. Your choice.","Reveal
13420 Reese Blvd. West, Suite 13
              
              
                
                
                
                  
                
                Huntersville, NC
                28078
              
              
                Phone: 888-269-9924",,,
Revolar,,https://www.police1.com/company-directory/revolar/,,Revolar,,,
Rex EMS,,https://www.police1.com/company-directory/rex-ems/,Preparation for the Unthinkable. Rapid extraction to safety and medical care will save lives. You won’t have a second chance to be prepared. RexONE can transport up to 400 pounds rapidly and by using only a single responder.,"Rex EMS

                
                
                  
                
                Glendora, CA",,,
"Ribcraft USA, LLC",,https://www.police1.com/company-directory/ribcraft-usa-llc/,,"Ribcraft USA, LLC
88 - 100 Hoods Lane
              
              
                
                
                
                  
                
                Marblehead, MA
                1945
              
              
                Phone: (781) 639-9065 Ext. 33",,,
Rifle Basix,,https://www.police1.com/company-directory/rifle-basix/,"manufactures and sells top-tier rifle replacement and aftermarket triggers. We make a variety of triggers that operate with different rifle types, including Remington rifles, Savage Arms rifles, Winchester Rifles, and more.","Rifle Basix
PO Box 49064
              
              
                
                
                
                  
                
                Charlotte, NC
                28277
              
              
                Phone: (704) 499-3087",,,
Rigaku Analytical Devices,https://go.lexipol.com/?target=org_Tl36arVFjBBuzhqp&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rigaku-analytical-devices/,"Founded in 2011 in response to a growing need for more rugged and technologically advanced mobile and handheld spectroscopic analyzers, Rigaku Analytical Devices is a leading innovator of solutions for use in the protection of public health and safety and aid in the advancement of scientific and academic study. Several members joined Rigaku Analytical Devices after spending critical roles developing analytical equipment currently used by law enforcement, customs and border protection, first responders, military and others.
The company is based in the United States in Wilmington, Massachusetts just outside of Boston. Rigaku Analytical Devices’ products are manufactured at this1395 sq. meter state-of-art ISO 9001:2015 certified facility.
Notably, Rigaku’s 1064nm Raman technology allows for the identification of the largest number of truly unknown substances contained within clear and translucent packaging, better protecting operators from potential exposure to toxic substances. Utilization of 1064nm Raman is proven to more accurately identify the chemical’s true spectral fingerprint, expanding identification/detection to include colored or degraded substances and colored substances within colored packaging and bottles, without fluorescence interference. It is non-contact and non-destructive, with little to no sample preparation or consumables required.","Rigaku Analytical Devices
30 Upton Drive, Suite #2
              
              
                
                
                
                  
                
                Wilmington, MA
                01887
              
              
                Phone: +1 781-328-1024",,,
RIMS by Sun Ridge Systems,https://go.lexipol.com/?target=org_f28c4bed5f080ab6&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/sun-ridge-systems-inc/,"ftware. Best support. Now approaching 40 YEARS of service to the law enforcement and public safety community, Sun Ridge Systems provides 19 fully integrated software applications to support your agency. RIMS is an easy-to-use application packed with benefits including:
- Single point of entry
- Increase staff efficiency
- Optimize data sharing between agencies
- Instant access to statistical information
- Site, not seat, licensed
- In-House Data Conversion
- Multi-Agency configurable
Privately held, and never bought or for sale, Sun Ridge Systems focuses on providing the best product at the best price, and provides the best support.","RIMS by Sun Ridge Systems
PO Box 5071
              
              
                
                
                
                  
                
                El Dorado Hills, CA
                95762
              
              
                Phone: 800/474-2565",,,
Ring Power,,https://www.police1.com/company-directory/ring-power/,"forcement officers are called to any emergency situation - they have to be prepared for the worst case scenario.  Whether dealing with a hostage rescue, barricaded suspects, riot scene, or natural disaster having the right defensive equipment is critical.  The Rook was custom designed with mission specific attachments that increase job safety, while also improving the ease and speed of changing attachments.","Ring Power
500 World Commerce Pkwy
              
              
                
                
                
                  
                
                Saint Augustine, FL
                32092-3788
              
              
                Phone: 9044947531",,,
RIT Safety Solutions,,https://www.police1.com/company-directory/rit-safety-solutions/,,"RIT Safety Solutions
1900 Enterprise Parkway, Suite H
              
              
                
                
                
                  
                
                Twinsburg, OH
                44087
              
              
                Phone: (330) 405-5444
              
              
                Fax: 330-487-5521",,,
Riverside County Sheriff's Department,https://go.lexipol.com/?target=org_0ByM9vGEkc5xgwKd&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/riverside-county-sheriffs-department/,,"Riverside County Sheriff's Department
PO Box 512
              
              
                
                
                
                  
                
                Riverside, CA
                92501
              
              
                Phone: 909 955-2601",,,
Riverside County Sheriff's Department,,https://www.police1.com/company-directory/riverside-county-sheriffs-department/,,"Riverside County Sheriff's Department
PO Box 512
              
              
                
                
                
                  
                
                Riverside, CA
                92501
              
              
                Phone: 909 955-2601",,,
RMA Armament,,https://www.police1.com/company-directory/rma-armament/,"ufactures the Strongest, Lightest and most Affordable ceramic and polyethylene hard armor plates in the U.S. From Level IIIa to Level IV, you can be confident that RMA's NIJ Certified and Compliant hard armor will do the job. RMA (which stands for the company founder’s daughters Renee, Meghan and Alexis) was founded by Blake Waldrop, a US Marine (2001-2005) and a sworn police officer (2007-2013). Blake knows what it’s like to wear body armor and put your life into a products hands and its his mission to design and produce the highest quality armor at the most affordable prices. Here at RMA we did something unique; took the concept of a body armor plate and made changes to every detailed part. We changed materials, adhesives, ceramics and more. Every part – down to the thread – was analyzed and made better through science and chemistry. The end result? A record breaking ballistic plate that out performs every competitor in the industry. Why go to great lengths t","RMA Armament
22800 Dewey Road
              
              
                
                
                
                  
                
                Centerville, IA
                52544
              
              
                Phone: (866) 978-7103",,,
Road ID,https://go.lexipol.com/?target=org_TTcEa3fQviK5u9qV&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/road-id/,,"Road ID
1845 Airport Exchange Blvd, Suite 230
              
              
                
                
                
                  
                
                Erlanger, KY
                41018
              
              
                Phone: 800-345-6336",,,
Roadmaster,https://go.lexipol.com/?target=org_Imvf6vtqgAGfiRpE&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/roadmaster/,,Roadmaster,,,
RoboteX,https://go.lexipol.com/?target=org_d571f24ef57d5c06&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/robotex/,"Founded by alumni of PayPal and YouTube, RoboteX is a Silicon Valley-based technology company that is bringing a unique approach to the robotics market. We design robots for safety and ease-of-use from the ground up, and we work directly with end users to include capabilities that are important to them. The robots we develop are affordable, high-quality, and focused on solving critical real-world problems.","RoboteX
300 S. Washington St.
              
              
                
                
                
                  
                
                Jerseyville, IL
                62052
              
              
                Phone: 650-838-9191",,,
"Robotex, Inc.",https://go.lexipol.com/?target=org_McTbT6WxWbETiwWl&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/robotex-inc/,,"Robotex, Inc.
300 S. Washington St.
              
              
                
                
                
                  
                
                Jerseyville, IL
                62052
              
              
                Phone: 6508389191",,,
Rockland Custom Cabinets,,https://www.police1.com/company-directory/rockland-custom-cabinets/,,"Rockland Custom Cabinets
140 Broadhollow
              
              
                
                
                
                  
                
                Farmingdale, NY
                11788
              
              
                Phone: (855) 808-2597",,,
Rock River Arms Inc.,,https://www.police1.com/company-directory/rock-river-arms-inc/,"produces American made, custom built rifles and pistols. We also offer a complete selection of parts and accessories for AR15 ®, AR-15 ® and M16 ® type rifles and 1911 type pistols.","Rock River Arms Inc.
1042 Cleveland Road
              
              
                
                
                
                  
                
                Colona,, IL
                61241
              
              
                Phone: (309) 792-5780",,,
Rogers Uniforms,,https://www.police1.com/company-directory/rogers-uniforms/,,"Rogers Uniforms
700 West 3rd St.
              
              
                
                
                
                  
                
                Williamsport, PA
                17701
              
              
                Phone: (570) 329-2111",,,
RokForm,https://go.lexipol.com/?target=org_AAZYHiKj81pFlKI9&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/rokform/,,RokForm,,,
Roosevelt University,https://go.lexipol.com/?target=org_5cb819615022f4e6&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/roosevelt-university/,,"Roosevelt University
430 S. Michigan Avenue
              
              
                
                
                
                  
                
                Chicago, IL
                60605
              
              
                Phone: 312-281-3265",,,
Route Fifty,https://go.lexipol.com/?target=org_6dAE02PtwLQTeMnS&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/route-fifty/,,"Route Fifty

                
                
                  
                
                Washington, DC",,,
"Rsq911 Solutions, LLC",,https://www.police1.com/company-directory/rsq911-solutions-llc/,,"Rsq911 Solutions, LLC
709 Woodrow St Ste 126
              
              
                
                
                
                  
                
                Columbia, SC
                29205-1733
              
              
                Phone: (855) 977-7911",,,
RU2 Systems,,https://www.police1.com/company-directory/ru2-systems/,,"RU2 Systems
Phone: (480) 982-2107",,,
RuggON Corporation,https://go.lexipol.com/?target=org_ef70cd0c688e6481&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/ruggon-corporation/,"ver stop searching for inventive ways to meet the various integration and expansion demands of our customers. RuggON specializes in robust rugged mobile solutions that are highly competitive, with exceptional technical expertise. With a dedicated support and service team, we provide great flexibility and value to fulfill customer’s specific needs in vertical markets. Our relentless pursuit and passion for ground-breaking innovation, coupled with extensive industry knowledge bring superb MIT (Made in Taiwan) quality and reliability.
We strive to continuously exceed the expectations of clients, with a quick response that empowers RuggON to inspire and reinvent to meet market demands leading towards long-term success.","RuggON Corporation
1055 West 7th Street, 33rd Floor
              
              
                
                
                
                  
                
                Los Angeles, CA
                90017
              
              
                Phone: 213-269-4168",,,
S4 Solutions,https://go.lexipol.com/?target=org_1dntClpEm7qT5rvD&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/s4-solutions/,,S4 Solutions,,,
SABRE-Security Equipment Corp.,https://go.lexipol.com/?target=org_rcKN5zLxzZsibV8E&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/sabre-security-equipment-corp/,"s the #1 pepper spray brand trusted by law enforcement and corrections officers in the U.S.  It is the only OC spray guaranteeing heat strength or capsaicinoid consistency in every canister. SABRE’s exclusive in-house HPLC laboratory ensures you will never have an OC failure due to bad-batch.  For maximum results on ""goal-oriented“, emotionally disturbed and drug/alcohol-induced subjects, SABRE RED measures 1.33% Major Capsaicinoids to provide Level III Stopping Power. With up to 5x more bursts per canister than other brands, SABRE is ideal when facing multiple threats.  SABRE aerosol irritant projectors are made in the U.S. and carry an ISO 9001:2015 certification, all of which ensures that you're getting the most reliable, strongest & safest pepper sprays available.","SABRE-Security Equipment Corp.
747 Sun Park Drive
              
              
                
                
                
                  
                
                Fenton, MO
                63026
              
              
                Phone: 800-325-9568",,,
SA Diamonds,,https://www.police1.com/company-directory/sa-diamonds/,,"SA Diamonds

                
                
                  
                
                AL
                90210
              
              
                Phone: (210) 930-3900",,,
SAE International,,https://www.police1.com/company-directory/sae-international/,,SAE International,,,
Safariland,https://go.lexipol.com/?target=org_8e01b1977f551b86&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/safariland/,"The Safariland Group, a company with a rich heritage in the law enforcement and sporting markets for 50 years, encompasses a group of recognized and well-respected brands known for their innovation and quality. We are committed to focusing on the customer first in all we do. Our Mission, Together, We Save Lives, is much more than a statement; it is a creed we live by.  Innovation. Performance. Excellence. Legacy. At The Safariland Group we live these values every day. We live them when we empower over two thousand people to design, engineer, research and deliver our protective equipment products to those that keep us safe. We live them as we continuously seek new innovations to add to the premier group of Safariland product lines that protect law enforcement, military and security professionals. We live them when we help save lives.","Safariland
13386 International Parkway
              
              
                
                
                
                  
                
                Jacksonville, FL
                32218
              
              
                Phone: 800-347-1200",,,
"Safe Boats International, LLC",https://go.lexipol.com/?target=org_zuGTO2mx6cxJlrH3&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/safe-boats-international/,"FE Boats International (SAFE) is an American-owned aluminum boat manufacturer and leading supplier to military, federal, state and local law enforcement, fire and rescue agencies throughout North America and around the world. At SAFE, we pride ourselves on designing and building highly reliable and extremely durable vessels that enable professional crews to excel at their jobs while keeping them safe.","Safe Boats International, LLC
8800 SW Barney White Rd
              
              
                
                
                
                  
                
                Bremerton, WA
                98312-4921
              
              
                Phone: (360) 674-7161",,,
Safe Call Now,https://go.lexipol.com/?target=org_Oe8y0xZH05JamCTA&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/safe-call-now/,"provides public safety employees, all emergency services personnel and their family members nationwide with a simple and confidential way to ask for help. Staffed by officers, former law enforcement officers and public safety professionals, Safe Call Now is a safe place to turn to get help from individuals who understand the demands of a law enforcement career. These trained call-takers will provide assistance and referrals for any public safety personnel and their families who are experiencing an emotional crisis or desire a need for someone to listen.

Legislation was passed in 2009 which maintains confidentiality for public safety professionals nationwide when they call Safe Call Now for help. Safe Call Now is also a registered 501(c)3 non-profit organization and is not funded at the state or federal levels.","Safe Call Now

                
                
                  
                
                Kirkland, WA
                2654
              
              
                Phone: 1-206-459-3020",,,
